Gender :,Age:,Graduation Year :,Program Code :,Current Occupation :,Job category :,Department :,Company Name,Type of Company :,Company's nature of business :,Years of work experience (after graduation):,Current Salary Midpoint
Male,28,2011,CS230,"Engineer I, Software engineering",Senior Associate,HRS-G0055D,Conduent Business Services Malaysia Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,4500.5
Female,29,2012,CS230,Lecturer,Executive,Computer Science,UiTM Perak,Statutory Body(Badan Berkanun),Education,1,4500.5
Female,24,2017,CS248,ACCOUNT OFFICER,Non Executive,Account ,Hy Fresh,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,26,2017,CS242,underwriter,Executive,Nil,CCS Support,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Male,24,2017,CS245,Network engineer ,Executive,NOC,Aries Telecoms ,Partnership(Perkongsian),Telecommunication,1,1500
Male,23,2017,CS247,Pegawai Khidmat Pelanggan,Non Executive,communication,Syarikat air negeri sembilan,Statutory Body(Badan Berkanun),Services,1,1500
Male,23,2017,CS230,Programmer,Executive,Development,SILVERLAKE DIGITAL ECONOMY,Corporate(Koperasi),Information Technology,1,3500.5
Male,21,2017,CS110,sale assistant,Non Executive,frozen,cmart 5 sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,1,1500
Male,23,2016,CS230,Bussiness,Non Executive,Xo,Khairil ,Partnership(Perkongsian),Serve food,1,1500
Male,29,2010,CS233,Pegawai Pendidikan Siswazah,Teacher,Education ,SK RANCHA-RANCHA ,Government ,Education,7,7500.5
Male,32,2009,CS110,Government,Non Executive,Operational ,Suruhanjaya syarikat malaysia,Statutory Body(Badan Berkanun),Operational,7,3500.5
Female,22,2015,CS110,None,None,None,None,None,None,1,1500
Female,23,2017,CS243,Learning Administrator,Executive,L&D,Conduent Business Services,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,23,2017,CS243,Software engineer ,Graduate trainee ,Product development solution ,Intel,Corporate(Koperasi),Manufacturing,1,3500.5
Male,23,2017,CS253,Graphic Designer,Entry,Graphic,CTW Enterprise Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,1500
Male,22,2017,CS110,Branch manager,Manager,Branch operation department ,99 SPEED MART SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,2500.5
Female,23,2017,CS248,Account,Account assistant,Account,Synergy M5 Technology Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Electronic,1,1500
Female,21,2016,CS143,Assistant Branch Manager ,Manager,Management,99 Speedmart,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,25,2017,CS248,Acc asisst,Non Executive,Admin,HA Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,1,1500
Male,23,2017,CS110,businessman,Manager,management,luxury mokuzai,Sole Trader(Perseorangan),Manufacturing,1,1500
Female,23,2017,CS247,Clerk,Non Executive,Jabatan perbendaharaan,Majlis perbandaran kemaman,Statutory Body(Badan Berkanun),Services,1,2500.5
Female,23,2017,CS244,SL1M Trainee,Non Executive,Mobile Banking,Maybank,Corporate(Koperasi),Banking,1,1500
Female,23,2017,CS241,Data Analyst Trainee,Executive,Group Procurement,Telekom Malaysia,Berhad,Telecommunication,1,2500.5
Female,30,2009,CS110,Lecturer,Profesional,ACADEMIC AFFAIRS,UNIVERSITI TEKNOLOGI MARA ,Statutory Body(Badan Berkanun),Education,7,4500.5
Male,28,2013,CS222,Actuarial Executive,Executive,Risk Management and Compliance,Lembaga Zakat Selangor,Statutory Body(Badan Berkanun),Services,4,2500.5
Female,30,2013,CS771,Lecturer,Executive,Business Department,KPTM Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,7,3500.5
Male,26,2017,CS251,programmer,staff,IT department,Koperasi Attanwiriah Muar Berhad,Corporate(Koperasi),Education,1,1500
Female,24,2017,CS229,PMO Coordinator ,Executive,Project Services,GEIM,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,2500.5
Male,26,2015,CS247,Planning Assistant Officer,Non Executive,Production Control,NICHICON(M) SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,2500.5
Male,24,2014,CS110,Clerk,Non Executive,Library,Universiti Teknologi PETRONAS,GLC,Education,4,1500
Female,26,2016,CS247,Sales Consultant,Executive,Retail banking,RHB Bank Berhad,Private Limited Company(Syarikat Sendirian Berhad,Accountant and Audit,1,7500.5
Male,25,2015,CS247,Senior Consultant,Executive,Researcher,SPIRE RESEARCH AND CONSULTING SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Market Research,2,3500.5
Female,23,2017,CS243,Programmer,Executive,Technical Support Team,Ranhill Water Services,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,24,2017,CS242,Credit review analyst,Executive,Credit policy review,Aeon credit service (m) centre,Private Limited Company(Syarikat Sendirian Berhad,Financial institutions ,1,2500.5
Male,24,2015,CS110,Software Tester / Associate Business Consultant,Executive,IT Developer,Hitachi,Corporate(Koperasi),Information Technology,3,2500.5
Male,27,2014,CS110,IT Engineer,Executive,IT,Advancedata Network Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,3500.5
Male,25,2016,CS230,System Developer,Executive,IT Department,Malindo Air Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Airline,2,3500.5
Female,28,2014,CS247,Clerk,Non Executive,Admin,Niew star car care sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Autmotive,2,2500.5
Female,27,2015,CS221,Trainer,Non Executive,Education,KEMAS,Goverment,Education,1,1500
Female,23,2017,CS111,supervisor,Non Executive,marketing,de lea inspirations,Sole Trader(Perseorangan),Services,2,1500
Male,25,2005,CS110,Penyelidik,Non Executive,Nexus Medical and Health Sciences,USM Kubang Kerian,Statutory Body(Badan Berkanun),Information Technology,1,1500
Female,24,2016,CS230,PHP Programmer,Executive,IT,Smart Reader Worldwide Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Education,1,1500
Male,29,2010,CS110,Technical assistant,Non Executive,Network operation,Telekom malaysia bhd,Statutory Body(Badan Berkanun),Telecommunication,6,3500.5
Female,24,2016,CS221,Unemployed,,,,,,1,
Female,25,2016,CS245,Training ,Training,Data Centre Lan,T-systems ,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,23,2016,CS110,Student,Student,Fskm,Uitm shah alam,Uitm,Education,1,
Female,24,2016,CS230,Kindergarten teacher,Education,Education,Yayasan islam terenganu,Government,Education,1,1500
Female,23,2017,CS230,programmer,Executive,IT,GROWTH RTS,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,25,2015,CS244,System Analyst,Executive,Research & Development,GE-PAP SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Printing Distribution,3,3500.5
Female,25,2015,CS244,System Analyst,Executive,Research & Development,GE-PAP SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Printing Distribution,3,3500.5
Female,24,2016,CS222,Master's Student,Non Executive,Institute of Science and Mathematic,University of Malaya,Government,Education,1,1500
Male,24,2017,CS248,Finance exec,Executive,Finance,Malaysia airlines berhad,Statutory Body(Badan Berkanun),Services,1,2500.5
Female,33,2010,CS244,Tutor,Non Executive,Language,Sedamai College,Sole Trader(Perseorangan),Education,5,1500
Male,22,2016,CS110,IT Officer,Non Executive,IT Department,Delloyd Industries Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,26,2016,CS245,Security Engineer,Executive,Network tower,CTC Global Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,3500.5
Male,31,2010,CS110,Executive,Executive,transport,Nippon Express (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,7,2500.5
Male,25,2013,CS249,Logistic Warehouse,Executive,Part Control,Konica Minolta,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,2500.5
Female,27,2012,CS221,Project Executive,Executive,Project,Pos Malaysia,Private Berhad,Services,5,2500.5
Female,27,2016,CS221,ADMINISTRATIVE ASSISTANT,Non Executive,STRATEGIC DEPARTMENT,ELECTION COMMISSION OF MALAYSIA,Statutory Body(Badan Berkanun),Services,1,1500
Female,24,2017,CS220,Sysyem Analyst,Executive,Distribution,TATA Consultancy Services,Corporate(Koperasi),Information Technology,1,2500.5
Male,26,2017,CS771,RESEARCH ASSISTANT,Executive,R&D,TRUE ZEAL SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,29,2010,CS220,app services exec,Executive,IT,NILAI UNI.,PRIVATE,Education,4,2500.5
Male,26,2016,CS240,Junior Programmer,Executive,Information Technology,Ambang Wira Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Facility,2,2500.5
Female,27,2014,CS223,Data Management Analyst,Non Executive,Customer Care,Kerry Ingredients Asia Pacific,Partnership(Perkongsian),Consumer Trading,3,2500.5
Male,26,2016,CS230,IT Executive,Executive,IT,J.K. WIRE HARNESS SDN. BHD.,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Male,30,2012,CS227,FINANCIAL ADVISOR,Executive,FINANCIAL,AIA TAKAFUL,Private Limited Company(Syarikat Sendirian Berhad,Services,5,7500.5
Female,28,2012,CS228,Finance Assistant,Non Executive,Finance,Tech Data Advanced Solutions (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,2500.5
Female,22,2016,CS111,account,Staff,Accountant,IJM CONSTRUCTION SDN BHD,Corporate(Koperasi),CONSTRUCTION ,2,2500.5
Female,25,2015,CS230,IT Developer,Junior Programmer,IT Development,ME-Tech Solution,Private Limited Company(Syarikat Sendirian Berhad,Software Development,2,2500.5
Female,25,2016,CS247,Programmer,Executive,IT,HLA Integrated Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,28,2011,CS230,Lecturer,Government,CS,UiTM,Statutory Body(Badan Berkanun),Education,5,4500.5
Female,25,2017,CS247,"Accountant, Sales and Marketing (SL1M Programme)",Non Executive,Sales and Marketing,Supersaiya Trading,Private Limited Company(Syarikat Sendirian Berhad,Business sales and marketing,1,1500
Male,24,2017,CS248,Research Assistant (RA),Research Assistant (RA),SCIENCE,UTM,GOV,Education,1,1500
Female,27,2013,CS251,Assistant Admin,Non Executive,Admin,Billion Prima Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,4,2500.5
Female,23,2017,CS248,INTERNSHIP,Executive,ACCOUNTING,FCA & PARTNERSHIPS SDN BHD,Partnership(Perkongsian),Accountant and Audit,1,1500
Female,27,2011,CS110,Data operation analysis ,Non Executive,Warehouse,Ceva logistics,Private Limited Company(Syarikat Sendirian Berhad,Third party logistics,3,1500
Female,24,2017,CS249,SL1M Trainee,Executive,Human Resources,PLUS Malaysia Berhad,Statutory Body(Badan Berkanun),Expressway & transportation,1,1500
Male,26,2014,CS110,Assistant IT Officer,Non Executive,State Economics Planner Unit,State Of Johor,Government,Services,4,1500
Female,22,2017,CS110,Junior Application Developer,Non Executive,Technical,Swisslin Communication Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,23,2017,CS243,Junior Programmer,Junior,It,ILaunch,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,27,2011,CS251,IT analyst,Executive,IT,AIG,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,6,4500.5
Female,30,2009,CS226,it,Executive,it,scb gbs,Private Limited Company(Syarikat Sendirian Berhad,finance &it,6,3500.5
Female,23,2016,CS247,gold appraisser,Non Executive,gold ,arrahnu ,Corporate(Koperasi),Consumer Trading,1,1500
Female,25,2016,CS248 ,Sales coordinator,Non Executive,Sales,Merryfair Chair System Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Female,23,2017,CS247,admin,Non Executive,admin,GSA Technology & Services Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,23,2017,CS243,Web Administrator,Executive,Information Technology,Radicare (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Male,29,2013,CS227,Analyst Programmer,Executive,System Development,Hesper Technology Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,4,4500.5
Female,21,2017,CS111,FURTHER STUDY,not working yet,,,,,1,
Male,33,2016,CS225,Senior Engineer,Executive,Network Engineering,Airstar (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,9,3500.5
Male,29,2011,CS228,Procurement/Purchasing Buyer,Executive,Finance,Williams Lea Tag,Private Limited Company(Syarikat Sendirian Berhad,Marketing,6,4500.5
Male,32,2009,CS230,teacher,educator,Kementerian Pendidikan Malaysia,SMK Bekenu,Government,Education,6,2500.5
Female,24,2017,CS241,Unemployed,N/A,N/A,N/A,N/A,N/A,1,1500
Female,26,2014,CS230,Master Student,Full Time Student ,CGSS,USM,not related,not related,1,2500.5
Female,26,2015,CS230,store manager,Executive,operation,7 eleven,Private Limited Company(Syarikat Sendirian Berhad,retail,3,1500
Male,25,2016,CS230,software engineer,Executive,Software Development Office,Brilliance Information Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,2500.5
Female,28,2013,CS229,LECTURER,Non Executive,ACADEMIC,MiCoST,Statutory Body(Badan Berkanun),Education,3,1500
Male,26,2014,CS226,Programmer Analyst,Non Executive,Global Business Solution,DXC Technology Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Female,26,2014,CS228,admin,Non Executive,account,jpi,Private Limited Company(Syarikat Sendirian Berhad,consultant,2,1500
Female,28,2012,CS110,Manager store,Manager,F&B,"Ouka Co,. Ltd",Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,6,4500.5
Male,25,2017,CS247,Project Executive,Executive,Management,Uniqlic Sdn.Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,1,2500.5
Male,30,2012,CS244,customer service,Executive,eChannel,standard chartered GBS sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,6,3500.5
Male,30,2012,CS244,customer service,Executive,eChannel,standard chartered GBS sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,6,3500.5
Male,24,2016,CS246,Application Engineer,Executive,Information Technology,Hitachi eBworx Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,3500.5
Female,24,2017,CS241,clark,clark,financial,Jabatan Kehakiman Syariah Selangor,goverment,Services,1,1500
Female,23,2017,CS240,System Analyst,Executive,IT,Heitech Padu Berhad,Partnership(Perkongsian),Information Technology,1,2500.5
Female,26,2015,CS227,teacher,Non Executive,education,ssukt,Private Limited Company(Syarikat Sendirian Berhad,Education,3,1500
Male,24,2016,CS243,System Engineer,Development and Support,Development ,Infopro Sdn. Bhd.,Sdn. Bhd.,Information Technology,1,2500.5
Male,25,2016,CS230,Assistant Officer IT (FA29),Executive,IT Department,Pusat Perubatan Universiti Malaya,Statutory Body(Badan Berkanun),Hospitality,2,2500.5
Male,21,2017,CS110,Customer service,Non Executive,Toll operation,Jksb,Statutory Body(Badan Berkanun),Customer Services,1,1500
Female,31,2009,CS244,Banker,Executive,Risk management,Maybank,Bank,Banking,7,7500.5
Male,26,2014,CS221,Post Approval Review,Executive,Credit Management,Agrobank,GLC,Services,1,3500.5
Female,27,2013,CS251,Application Consultant,Non Executive,Implementation,SV SOLUTION CENTRIC SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,2500.5
Female,25,2012,CS110,Java Developer,Executive,Content,Fourtitude Asia,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,28,2013,CS222,Self employed,Manager,Sales,Dexmy enterprise,Sole Trader(Perseorangan),Services,5,1500
Female,24,2016,CS242,Banker,Executive,Compliance,Bank of Tokyo Mitsubishi UFJ (M) Berhad,Financial institution,Financial institution,1,3500.5
Female,25,2017,CS244,Purchasing coordinator ,Non Executive,Finance ,Sentoria ,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,1,1500
Male,27,2014,CS223,Senior Java Developer,Executive,IT,DSIT Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,7500.5
Female,25,2013,CS253,graphic design,Executive,multimedia,mamansa sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,2,2500.5
Male,25,2015,CS245,PROGRAMMER,Non Executive,MIS,AIK JOO CAN FACTORY SDN BHD,Partnership(Perkongsian),Manufacturing,2,1500
Male,30,2012,CS225,Senior Software Developer,Executive,Software Development,MobilityOne Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,5,7500.5
Female,28,2013,CS221,Marketing & Business Development ,Executive,Marketing,Malaysian Aviation Training Academy Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,4,2500.5
Male,24,2015,CS110,Technical Support Personal,Non Executive,ICT,TECH INNOVASI SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,31,2011,CS244,Data Analyst,Non Executive,UK ,IHS MARKIT SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Handling Services,6,3500.5
Female,25,2016,CS246 ,Software Engineer,back office engineer,Malaysia System Integration Service Dept,Huawei Technologies (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,2,2500.5
Female,25,2016,CS251,MIS EXECUTIVE,Executive,MIS,KARA HOLDINGS SDN BHD,Corporate(Koperasi),F&B,2,2500.5
Male,28,2012,CS241,Fraud Analyst,Executive,Fraud Risk Management,Citigroup Transaction Services Malaysia,Private Limited Company(Syarikat Sendirian Berhad,Banking,5,4500.5
Female,30,2010,CS241,PROCUREMENT,DEPUTY MANAGER,PROCUREMENT,MALAYSIA RAIL LINK SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,9,7500.5
Male,24,2014,CS110,Air Defence System (Royal Malaysian Air Force),Non Executive,Air Defence System,Royal Malaysian Air Force,Government,Military,3,2500.5
Female,25,2013,CS110,Sales Associate ,Non Executive,Sales,IKEA Tebrau,Private Limited Company(Syarikat Sendirian Berhad,Retailer ,4,1500
Female,24,2017,CS251,SL1M TRAINEE,Executive,NETWORK ROLL OUT,CELCOM NETWORK,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,1500
Male,28,2011,CS230,SAP Consultant,Executive,SAP IT Technology,Teragiga Solution Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,6,7500.5
Female,27,2013,CS226,Admin,Executive,Pejabat Exco YB Puan Dr Daroyah Alwi,Kerajaan Negeri Selangor,Corporate(Koperasi),Services,4,2500.5
Male,36,2008,CS244,Senior IT Officer,Executive,IT Department,Ministry of Education,Federal Government,Education,9,7500.5
Female,29,2014,CS772,Inventory associates,Non Executive,Inventory,Mydin mohamad holdings berhad,Private Limited Company(Syarikat Sendirian Berhad,Retails and wholesaler,2,1500
Male,22,2016,CS110,penguasa kastam,government,perkastaman,Jabatan Kastam DiRaja Malaysia,Statutory Body(Badan Berkanun),Services,1,2500.5
Female,30,2011,CS244,Acc assistant,Non Executive,Finance,Msme new media sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,5,2500.5
Male,26,2015,CS225,Telco Tower Tester,Non Executive,Telecomunication,South Pacific Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,2,2500.5
Male,27,2012,CS223,Game Developer,Game Development,IT,Ingeniworks Sdn Bhd,Corporate(Koperasi),Information Technology,5,2500.5
Female,24,2017,CS772,Banker ,Executive,Risk Management ,CIMB,Corporate(Koperasi),Banking,1,2500.5
Male,25,2012,CS110,Site supervisor,Executive,Operation,Rolid Setia Sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Construction,2,1500
Male,23,2017,CS242,IT EXECUTIVE,Executive,ADMIN,JOPAMI SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,1500
Male,21,2017,CS110,Penolong Pegawai Teknologi Maklumat,Penolong Pegawai,BAHAGIAN PENGURUSAN TEKNOLOGI MAKLUMAT,JABATAN AKAUNTAN NEGARA MALAYSIA,GOVERNMENT,Information Technology,1,1500
Female,23,2017,CS249,Admin,Non Executive,human resourse,Perodua,Swasta,Car,1,1500
Female,32,2010,CS110,Penolong Pegawai Teknologi Maklumat,Non Executive,Bahagian Teknologi Maklumat,RISDA Ibu Pejabat,Statutory Body(Badan Berkanun),Services,7,3500.5
Female,23,2016,CS110,Clerk,Non Executive,Human Resource,Majlis Perbandaran Subang Jaya,Pihak berkuasa tempatan,Services,2,1500
Male,25,2016,CS242,Junior Research Analyst,Executive,Core,CEICdata,MNC,Information Technology,1,2500.5
Female,27,2014,CS773,Data Collection & Processing Officer,Executive,Document Technical Management,PDC Premier Holdings,holding,Developer,2,2500.5
Male,27,2013,CS223,Analyst Programmer,Executive,Research and Development,TimeTec Computing Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,4,4500.5
Male,25,2016,CS249,Accounts Executive ,Executive,Finance,Boustead Properties Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Property ,1,2500.5
Male,23,2017,CS110,Housekeeper,Staff,Housekeeping,Impiana hotel ipoh,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,1,1500
Male,23,2017,CS110,Housekeeper,Staff,Housekeeping,Impiana hotel ipoh,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,1,1500
Male,26,2013,CS110,Bata Saberkas Shop Manager,Manager,Bata Saberkas,Bata Primavera Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,4,1500
Female,24,2016,CS247,Quality Assurance Analyst,Executive,Data Center and System Division,Finexus Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Male,24,2017,CS251,Technical Support,Non Executive,Network / Web Programming,Cornet Research Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Stock Broker / Information Technology,1,1500
Female,23,2017,CS249,Project Account Executive,Executive,Finance,IK Resources,Private Limited Company(Syarikat Sendirian Berhad,Contractor,1,2500.5
Male,25,2016,CS249,clerk,Non Executive,data management,DHL Asia Pacific Shared Services Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Courier  Services,1,2500.5
Male,28,2010,CS110,administration assistant ,Non Executive,contract,FELDA,Statutory Body(Badan Berkanun),Services,6,2500.5
Male,30,2011,CS110,Database Administrator,Executive,ICT,GEMS International School,Not Sure,Education,6,7500.5
Male,24,2017,CS241,Qaqc,Non Executive,Qaqc,Interfleet,Private Limited Company(Syarikat Sendirian Berhad,Trainwork,1,2500.5
Male,24,2017,CS241,Qaqc,Non Executive,Qaqc,Interfleet,Private Limited Company(Syarikat Sendirian Berhad,Trainwork,1,2500.5
Male,25,2016,CS242,Executive ,Executive,Operation,Maybank,Statutory Body(Badan Berkanun),Services,1,3500.5
Female,27,2013,CS226,System analyst,Executive,It,Mindwave consultancy sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,4,3500.5
Male,26,2014,CS222,Sales executive,Executive,Sales,Lowyat MSC,MSC,Media and Broadcasting,3,2500.5
Female,26,2012,CS110,Assistant Manager at Pusat Internet 1Malaysia,Manager,IT and Customer Service,Nera Infocom (M) sdn. bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,1500
Female,23,2017,CS247,Admin Executive,Executive,Administration,LookupPrinting Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,26,2016,CS230,programmer,Non Executive,IT,HLA Integrated Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,2500.5
Male,21,2016,CS143,STUDENT,Manager,HUMAN RESOURCES,PRINTING & DESIGN,Partnership(Perkongsian),Customer Services,7,2500.5
Female,23,2015,CS110,Accountant,Manager,Financial & Accounting,Trulooks Beauty Cosmetic,Partnership(Perkongsian),Health & Beauty,2,1500
Female,24,2017,CS247,software support,IT support,IT,Dot to Dot Digital Image,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Female,28,2011,CS220,Senior consultant ,Executive,Consulting,ABeam consulting,Private Limited Company(Syarikat Sendirian Berhad,Services,6,7500.5
Male,30,2011,CS222,Head of Compliance,Senior Manager,Compliance,Alaf Jutawan Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Money Service Business,6,7500.5
Female,28,2011,CS214,Homemaker (I used to be Executive Penaksiran before i will fill up regarding this position),Executive,Collection department,Lembaga Hasil Dalam Negeri Malaysia,Statutory Body(Badan Berkanun),Accountant and Audit,3,4500.5
Female,24,2017,CS214,temporary teacher,teacher,school,Smk Dato undang syed al-jufri,goverment,Education,2,1500
Female,24,2017,CS241,Admin Clerk,Non Executive,OPERATION,JARINGAN ILHAM,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,1500
Female,26,2014,CS251,Junior Survey Programmer,Executive,SP Department,Toluna MY,Not sure,Market Research,3,2500.5
Male,28,2011,CS230,IT Consultant,Executive,Project,Wedo Technologies,MNC,Information Technology,6,7500.5
Male,24,2017,CS249,Pembantu Tadbir,Non Executive,Audit Dalaman,LPM,Statutory Body(Badan Berkanun),Services,1,1500
Male,32,2007,CS244,IT Engineer,Executive,IT,ExxonMobil,Private Limited Company(Syarikat Sendirian Berhad,Oil & Gas,7,7500.5
Male,28,2013,CS222,Analyst Market Risk,Executive,Group Risk Management,Affin Bank Berhad,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,5,4500.5
Male,21,2016,CS110,Java Developer,Non Executive,IT,Avicenna Sdn Bhd,Partnership(Perkongsian),Information Technology,1,2500.5
Male,25,2016,CS251,Programmer,Executive,IT,Cornet Research Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,2500.5
Female,26,2014,CS247,Islamic Financial Consultant,Manager,Financial,AIA PUBLIC TAKAFUL ,Private Limited Company(Syarikat Sendirian Berhad,Services,3,3500.5
Female,29,2010,CS225,system engineer,Executive,IT,ZETA,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,7500.5
Male,22,2015,CS110,It technician,Non Executive,It,Zikay group sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Real estate,2,1500
Female,24,2017,CS243,Product development engineer,Executive,MVE,Intel,Corporate(Koperasi),Information Technology,1,3500.5
Female,25,2013,CS245,Junior Programmer,Technical,IT Department,Ag-I Solutions (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,28,2016,CS246,Product engineer,Junior,It,Binary nexus sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,2500.5
Female,28,2017,CS244,Staffnurse Assistant,Non Executive,Medical,Hospital Universiti Sains Malaysia,Statutory Body(Badan Berkanun),Hospitality,1,1500
Male,23,2017,CS110,Technical support,Technical,It,Pocketdata ,Partnership(Perkongsian),Information Technology,2,1500
Male,25,2016,CS251,Data cleansing,Non Executive,Data cleansing,Protech sysnergy,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Male,23,2017,CS246,Application engineer ,Executive,IT,Hitachi Ebworx,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,26,2016,CS253,PRODUCTION COORDINATOR,Non Executive,PLANNING,INSPIDEA SDN BHD,Partnership(Perkongsian),ANIMATION,1,1500
Female,26,2016,CS702,Pembantu Perangkaan,Non Executive,Services and FInance,"Department of Statistics Malaysia, Negeri Selangor",Government,Survey,1,1500
Male,25,2017,CS707,Unemployed,,,,,,1,
